par_id,art_id,text,keyword,country,label
2250,@@805463,"""there were many astonishing survival tales : a newspaper report from douglas wilkie , the sunday sun 's correspondent in india , reported that """" stories of epic courage and pitiful tragedy are accumulating as parties of gaunt and haggard refugees from burma still struggle into northern assam """" . a blind indian was led all the way by his two small sons ; a crippled man shouldered a spare wooden leg throughout the entire journey , """" lest he smashed the other on a rock """" ; a woman , """" exhausted , her feet worn to bone """" , crawled the last 22 miles . more cheerfully , a pet spaniel thought to have fallen over a cliff was brought in days later by a gurkha soldier -- with a healthy litter of puppies .""",refugee,gb,[0 0 0 0 0 1 1]
1326,@@24624935,""""""" we 've seen in the past that kenyans who are homeless and who live in the streets are not keen on community help . i think such existences come with a lot of shame so many people prefer to keep to themselves , """" said claris wanjohi , a kenyan resident of marietta , georgia .""",homeless,ke,[0 0 1 1 0 0 0]
238,@@21800857,""""""" this system appears designed to make rohingyas ' lives as hopeless and humiliating as possible , """" neistat added in the note , describing the military campaign as """" ethnic cleansing """" .""",hopeless,bd,[0 0 0 0 0 1 0]
9725,@@25960892,""""""" everyone in tacloban and surrounding provinces were hit by the typhoon and storm surge , and they are still in the process of picking up their lives , """" said ted in his """" tv patrol """" report . """" they are still very much in need of continuous help and assistance . """"""",in-need,ph,[0 0 0 1 1 0 0]
9309,@@1840470,""""""" another recent accomplishment is the return in an orderly , dignified and safe manner of 34,052 burundian refugees from mtabila camp , allowing for its closure , """" she said .""",refugee,tz,[1 0 0 0 0 0 0]
1696,@@1797035,"as a result , most of people with disabilities remain vulnerable and unable to sustain themselves , a situation that makes them poor and they raise a poor family . this creates a vicious cycle of poverty as we end up with a society in which people with disabilities are mistreated . read on ...",vulnerable,tz,[0 0 1 1 1 0 0]
7261,@@3408421,""""""" god bless the victims , all those people and their poor families , and i feel so sorry but i want to tell them it was n't my son who did this , it was a different seifeddine .""",poor-families,ie,[0 0 0 0 0 1 0]
8966,@@8109078,"these poor families face double-digit inflation this year thanks to food , electricity and transport hikes . gordhan 's ' real ' ( after-inflation ) cuts by several percent to welfare grants will lower the incomes of 16.5 million recipients ( out of the country 's population of 55 million ) . they will struggle to find more holes in their frayed belts to tighten them up , given that 63 per cent of south africans -- mostly women -- already live below the poverty line .",poor-families,au,[0 0 0 0 1 1 0]
9961,@@1952746,""""""" these children are vulnerable and need to be helped , loved , recognised and supported . their hearts need to be positively touched by privileged members of the society , """" said mumassaba .""",vulnerable,ke,[1 0 0 1 1 0 0]
1345,@@23429362,""""""" we were helping battered women , we would take in people from women 's refuge and there was always someone that was in need . """"""",in-need,nz,[1 0 0 0 0 0 0]
8407,@@1800720,"and like temporary refugees , they became the problem of the izon sons and daughters in the corridors of government in asaba , the delta state capital . for three days running they literally begged for transport fares to return to their bases in benue state . when asked why do they want to return to benue when their lifelines had been truncated severely the illicit law ? and why ca n't they engage in some other forms of businesses that are legal and stress free ?",refugee,ng,[1 0 0 0 0 1 0]
2344,@@23526312,"""dr. c k lee , chief executive and medical director of hong kong red cross blood transfusion service , said , """" we are very glad that asiaray not only supports but also participates in the ' give blood alliance ' . we look forward to its creative and integrated publicity campaign helping to effectively encourage all walks of life , especially young people , to give blood regularly to benefit those in need . """"""",in-need,sg,[1 1 0 0 1 0 0]
1596,@@3258700,"""local td derek keating said : """" we need to carry this woman through this very dark and difficult time . clearly this person is in need of medical support .""",in-need,ie,[1 0 0 0 0 0 0]
3055,@@25538823,dmk working president m k stalin on sunday condemned the proposal of the centre to conduct neet online through the national testing agency . the move is an attempt to destroy the dreams of students from urban poor families and those from rural areas aspiring for medical education .,poor-families,in,[0 0 0 0 0 1 0]
6059,@@13696599,"that is not all . regarding the quality of life as contained in the millennium development goals , such as access to health care , potable water , electricity and reliable infrastructure , the country went from bad to worse . a veritable underclass of desperately poor people , some derelict and homeless was the underside of increased growth and expansion of the millionaire class brandishing private jets . add to this depressing scenario , our recent economic convulsions manifested in worsening unemployment , upward spiral in the inflation rate , the abasement of the salaried elite caught in a debacle of lengthening defaults , the virtual wiping out of small scale businesses , and you get a social explosion waiting to happen .",homeless,ng,[1 0 0 0 0 1 0]
6342,@@4721534,"homelessness affects all types of people - individuals and families , men and women , the young and old , and ffp is adamant that everyone deserves a place to rest their heads and protect their families from the elements and other hazards of homelessness .",homeless,jm,[1 0 0 0 1 0 0]
9689,@@15277803,""""""" we hope that the children will be able to be the role model themselves towards other children of urban poor families and be symbols of hope and possibility , of never giving up .""",poor-families,my,[1 0 0 0 0 0 1]
2901,@@17484886,"our judicial system works , we have a free press , a wonderful , best in the world constitution , and our press is free . we must be very grateful for these huge benefits . the blacks want all our farmland without compensation . give it to them . let the farmers flock into the cities and make a new life for themselves . with their resilience i am sure it will not be so difficult for them to establish a new , happy and productive life . they will have no money but the clothes on their back to start off with , but that is what so many immigrant americans had to face . through guts , determination and sheer will power , they rose above it all , and look what america is today .",immigrant,za,[1 0 1 0 0 1 1]
591,@@295849,pm defends record of helping poor families,poor-families,nz,[1 0 0 0 0 0 0]
9776,@@15412618,"instead , rafizi told supporters , they should feel sorry and sad for the poor families who would continue to suffer under prime minister najib abdul razak 's administration .",poor-families,my,[1 0 0 1 0 1 0]
7353,@@7014753,"""chinese nurse amy ding can not understand why migrants would choose to live in the city when they can be in """" paradise """" .""",migrant,nz,[0 0 0 1 0 0 0]
5746,@@1919148,she called on the general public to volunteer to donate blood and that way rescue the lives of patients in need of blood transfusion .,in-need,tz,[1 0 0 1 0 0 0]
7298,@@20390380,"""despite his claims to having a """" great heart """" and political balls , trump upended the lives of hundreds of thousands of so-called """" dreamers """" - immigrants who were children when their parents came to the us illegally - in a political manoeuvre that revealed neither quality .""",migrant,au,[0 0 0 0 0 1 0]
3857,@@23482625,six other nominated senators will be nominated to represent the youth and the disabled .,disabled,ke,[1 0 0 0 0 0 0]
42,@@4591694,vanessa had feelings of hopelessness in her final days which increased when her cry for help yielded no response from the resident magistrate who placed her in the care of the state . her letter was conveyed to this court official by an investigator from the office of the children 's advocate .,hopeless,jm,[0 0 0 0 0 1 0]
280,@@2241348,"the growing black middle class , , amongst other things , owes its success to the educational opportunities provided by our government . some of the new black professional and middle classes were from poor families and from within the ranks of the working class . we need to be proud of all these achievements as the country celebrates 20 years of democracy .",poor-families,za,[1 0 0 1 0 0 0]
7290,@@1955715,"round table mombasa 3 raised 1 million shillings towards their flagship charity project , the annual ? week of healing ? , where healthcare and surgeries are made available free of charge to those in need .",in-need,ke,[1 1 0 0 0 0 0]
3461,@@4682798,"most of us are not satisfied with what we have . you might be stressed about not getting that promotion , or unsatisfied with your job/salary , or tensed with your children etc . remember that there are people dealing with harder situations that yourself ; some are homeless , jobless , or without children .",homeless,pk,[1 0 0 0 0 1 0]
10400,@@25998036,""""""" they 're a little bit behind me i think , """" said starc , who slept rough on the sydney cricket ground turf on sunday night to raise money for a local charity that fights youth homelessness . """" if all is going well with them they might start bowling this week . i 'm a little bit ahead . hopefully all three of us are on the plane to the uae . """"""",homeless,pk,[1 1 0 0 0 0 0]
382,@@1373666,"""dr. lester keith , doctor and professor of business administration , and others are checking with local transportation groups to see if they can bring those in need of a meal to the college for the 4 p.m. dinner . """" we will also be contacting local soup kitchens as a pickup location and will work with them to transport any leftovers to them so there is no wasted food , """" dr. keith said .""",in-need,us,[1 1 0 0 0 0 0]
7670,@@908145,"every time dr khan visits his parents in the nearby town of jhelum , a queue of patients forms outside the house to seek his help , many of them poor families with desperately ill children .",poor-families,gb,[1 0 0 0 0 1 0]
2515,@@22499951,""""""" we have played our part to respond to the emergency , and it is time to release the affected victims , """" said father george crisafulli , country director for don bosco fambul , an orphanage turned halfway house for homeless sierra leoneans .""",homeless,gh,[1 0 0 0 0 0 0]
986,@@16039256,"this wally of an mp just wants his name in the press , what has he ever achieved fro southend , what did this idle wally do to get the scanner tuned on at the hospital ... zero ! he raised in parliament the fact that his was his mummies birthday , but forgot to mention the homeless families on our streets .",homeless,gb,[0 0 0 0 0 1 0]
9123,@@15756587,""""""" my father has donated blood over 60 times so far . i 've learnt that if there 's anyone who is in need of blood , surely there 's someone who can donate blood and help save a precious life . """"""",in-need,in,[1 0 0 0 0 0 0]
5977,@@8816863,""""""" our life has completely changed from when he as an able-bodied young man running around 5000 miles an hour organising everyone . now , he 's more disabled than anyone that he ever helped . ' '""",disabled,nz,[0 0 0 0 0 1 0]
10454,@@22338535,""""""" we are challenged , i suggest , to turn this time of celebration into a sustained commitment of awareness and care for those for whom each day is an act of survival , """" said mr higgins , thanking those who work to support the vulnerable .""",vulnerable,ie,[1 1 0 0 1 1 0]
33,@@8301323,arshad said that besides learning many new aspects of sports leadership he learnt how fast-developing nations were using sports as a tool of development and in this effort the disabled and the underprivileged were not left behind at any stage .,disabled,pk,[1 0 0 0 0 0 0]
1000,@@16791902,"""a source told the mirror : """" madonna has a deep affiliation with malawi and has always wanted to do what she can to help those in need .""",in-need,gb,[1 0 0 0 0 0 0]
2183,@@8918727,""""""" when i was born , this was a nightmare town for disabled children """" , he said to me then .""",disabled,gh,[0 0 0 0 1 1 0]
7002,@@9880286,"the camp holds more than 48,000 refugees . rwanda 's government recently provided more land to double the space available for them . <h> nobel winner malala visits girls at camp of burundi refugees",refugee,in,[1 1 0 0 0 0 0]
3919,@@4554447,news <h> bloomfield to bat for disabled persons,disabled,jm,[1 1 0 0 0 0 0]
5039,@@15903988,"harvey said that the issue of violence against children was critical to the country as it was not confined to poor families , or to marginalised children or children living in the shadow of conflict .",poor-families,ng,[0 0 1 0 1 1 0]
1192,@@3252334,"i think they also get the chance to see success . when they can see a street person succeed and not just get locked in that hopeless category , their vision changes .",hopeless,us,[0 0 1 0 0 1 0]
3021,@@24211798,washington -- a group of political action groups backed by the billionaire brothers charles and david koch are launching a seven-figure ad buy to revamp the push to provide a permanent solution for the undocumented immigrants benefitting from the deferred action for childhood arrivals ( daca ) program .,migrant,gh,[1 0 0 0 0 0 0]
5180,@@21237825,"the words of desmond tutu , rings true for 31 year old ayesha allen , president of the gift of love ja . who believes that championing the cause of those in need and starting a charity to fulfil it is a part of god 's plan for her life .",in-need,jm,[1 0 0 0 0 1 0]
589,@@25571999,"""commenting on the recognition ahmed said al ibrahim general manager &amp; chief corporate services officer noted : """" blood donation helps healthcare institutions provide safe blood units for those in need of urgent blood transfer . we are honored to receive the recognition by the ministry of health represented by the department of blood banks services . the appreciation will motivate us to organize more blood donation drives . as we all know that donating blood is a noble thing to do and it helps safe lives and enhances the health and wellbeing of those who need it the most . """"""",in-need,gb,[1 0 0 1 0 0 0]
155,@@4755947,"""nona o'gara , a supervisor at the center , said residents are down , but not out . """" we tell them they are never homeless when they are here , because they always have a home . """"""",homeless,us,[1 0 0 1 0 0 0]
9196,@@20353201,"the hundreds of families that have gathered at the enormous nrg centre in the southern outskirts of houston may have a roof over their heads , but their plight is similar to those who left the middle east for europe . they are refugees -- people who have lost their homes , their possessions and , in many cases , their livelihoods .",refugee,ie,[0 0 0 0 1 1 0]
7283,@@17660459,""""""" a mass protest was held in jaffna at 3 p.m. yesterday against tamil nadu politicians thol . thiruvmavalavan , t. velmurugan and y. gopalaswamy , who prevented the superstar of tamil cinema , rajinikanth , visiting jaffna to hand-over the keys of 150 houses , built by lyca , ( a private firm based in london ) to homeless people who had been affected by the separatist war . """"""",homeless,lk,[1 0 0 0 0 0 0]
9762,@@1033755,"""cosatu deputy president zingiswa losi will join his counterpart at the national union of metalworkers of sa , christine olivier , and representatives from the anc women 's league and sadtu to """" dispense sanitary towels to 345 vulnerable and poor girl pupils """" at tyongwana senior primary school outside port st johns in the eastern cape .""",vulnerable,za,[1 1 0 0 0 0 0]
6967,@@9739204,"""de guzman said that , more than being a requirement of the law , creating an action plan should be a moral responsibility : """" non-action on climate and disaster risks is a social sin and a form of injustice to the poor and the most vulnerable . """"""",vulnerable,ph,[1 0 0 1 0 0 0]
9037,@@9461701,""""""" we are truly honored that queen rania has agreed to join irc 's distinguished and active board of directors , """" said david miliband , irc president and ceo . """" she has an extraordinary passion for making a difference on behalf of the most vulnerable , and will bring a distinctive experience and viewpoint to irc 's board , especially on the increasingly vital issue of education for refugees and other displaced people . """"""",refugee,ke,[1 0 0 0 0 0 0]
471,@@14067209,he praised the government to enact several laws in favour of the disables but at the same time he criticised them saying only enacting laws and policies could not help the disabled to be independent .,disabled,bd,[1 0 0 1 0 0 0]
9792,@@16927302,osoyoos student excited about running across haiti to help educate poor families,poor-families,ca,[1 0 0 0 0 0 0]
6327,@@15723145,"and so what is this hustling scam-artist talking about ? the rump-cpp presidential candidate has also been screaming a lot in the name of ghana 's communities of the disabled and abjectly deprived . now , let mr. greenstreet , who has promised to supply free wheelchairs to the crippled and poor if voted into power , point us to a single substantive or significant project that he has undertaken for the especial benefit of the country 's poor and destitute , besides endlessly running his loud mouth .",disabled,gh,[1 0 0 0 0 1 0]
10249,@@18798766,there are also angels who get together and help a larger group of people in need .,in-need,my,[1 0 0 0 1 0 0]
2833,@@16966112,"""courses include greek , english , mathematics , geography , computer and art , offered by greek certified teachers and qualified staff of """" save the children """" . teachers include also members of the refugee community .""",refugee,ph,[1 0 0 0 0 1 0]
8602,@@23989900,providence village will be a space for the sisters to continue their mandate of caring for the poor and meeting the needs of the vulnerable . the village will be a hub for offering services to vulnerable populations in kingston .,vulnerable,ca,[1 0 0 0 0 1 0]
10173,@@2867350,"""meanwhile """" throughout this island , the high level of suicide is terrible and terrifying . """" as christians """" we can give hope , where a person feels only darkness and hopelessnes , """" he said .""",hopeless,ie,[1 1 1 0 0 1 0]
5568,@@18224719,"""the """" good will walk -- walk to feed 2017 """" , is a series of walks all over the country with the aim of raising some rm100,000 to assist the orang asli during natural disasters and to feed the homeless in kuala lumpur .""",homeless,my,[1 0 0 0 0 1 0]
3662,@@4580789,i 've been bothered by that moment since then . why did n't i help him ? i had a few hundred dollars with me and could have spared it . i felt ashamed when i got back home because i knew that my own selfish pride got in my way of helping someone desperately in need .,in-need,jm,[1 0 0 0 0 0 0]
2702,@@9415919,""""""" we beg the niger delta avengers to think about the plight of children in conflict situations . we need to see laughter of children but how can be a reality when they are forced to live in refugee camps . we need government to guarantee our rights and welfare , """" they stated .""",refugee,ng,[1 0 0 0 0 1 0]
7553,@@1896874,"president barack obama sidestepped congress on november 20 , 2014 to announce steps he will take to shield immigrants living and working illegally in the united states from deportation , thus defying republican lawmakers by using executive orders .",immigrant,gh,[1 0 0 0 0 0 0]
9506,@@4690512,"since opening its doors to syrians fleeing war , sweden has welcomed record numbers of refugees and a small but growing group are taking fast-tracks to jobs , bucking unemployment trends .",refugee,my,[1 0 0 0 0 0 0]
6313,@@9599048,"as a person , ransilu jayathilake is a kind-hearted individual with the willingness to help anyone in need of his assistance . with the world championships ahead , he still has quite a long way to go at the international stage . his ability to believe and never give up differentiates him from many other world class athletes . jayathilake himself resembles sri lankan power-lifting as a whole . currently , he only needs encouragement and support from his fellow countrymen as he prepares to take on the world .",in-need,lk,[1 0 0 0 0 0 0]
5386,@@50040256,"every day , tons of excess food -- mostly bread and vegetables -- were discarded , and would have gone to waste , were it not for the intervention of one man . massimo bottura , head chef at three-michelin-starred restaurant osteria francescana in moderna , devised a unique project to redirect this food into the mouths of those most in need , in an imaginative and invigorating way that would leave a profound impact on all who experienced it. ? ? ?",in-need,hk,[1 0 1 0 1 0 0]
8845,@@365474,"pope francis will visit a tiny italian island to greet refugees and immigrants , pray for those who have lost their lives at sea and call for greater solidarity .",migrant,gb,[1 1 0 0 0 0 0]
5835,@@20486804,"at least 400,000 hungry and traumatised refugees have sought refuge in bangladesh since october 2016 .",refugee,my,[0 0 1 0 0 1 0]
5406,@@3867461,rapper 2 chainz has offered to pay a year 's worth of rent for disabled veteran and single mother dierdre plater . the gift is part of his tru foundation charity and funded by proceeds from his ugly sweater collection .,disabled,us,[1 0 0 0 0 0 0]
6833,@@23754955,"""most are from desperately poor horn of africa countries and like tens of thousands each year , were willing to risk the treacherous journey through war-torn and impoverished yemen in the hope of finding work in saudi arabia and other wealthy gulf arab states . but their plan was not to be . caught and detained by the yemeni authorities , the 600 or so men now await deportation , prevented from leaving their makeshift jail by armed soldiers . conditions at the warehouse are growing increasingly desperate . several days ago , the authorities stopped handing out food and basic supplies . """" i came from djibouti to work . they used to give us small amounts of food . if there is no food , we will die , """" said one migrant who declined to give his name . """" if there is no solution , they will deport us to our countries or get us out of here """" , the man added . yemen , the poorest country on the arabian peninsula , has long been a transit point for migrants and refugees from east africa , many of whom are fleeing hunger and violence . the route was unsafe long before yemen descended into all-out war in 2015 . hundreds drown each year on the perilous sea journey , and those who make it face multiple risks , including death by """" assault , extortion and abuse by criminal networks , as well as the hazards stemming from the war in yemen itself """" , according to unhcr , the united nations ' refugee agency . despite these dangers , the number of migrants traveling across the gulf of aden and red sea to yemen has been rising steadily , to 117,000 in 2016 from 92,000 in 2015 , according to unhcr . khaled al-elwany , a local official who until recently oversaw the deportation of migrants back to their home countries , says up to 15,000 migrants are arrested at city checkpoints each month . elwany says he was fired by the interior ministry for refusing to cooperate with a plan to relocate the center to a neighboring province and after authorities stopped food supplies . a ministry official told reuters that the aim of the move to a new facility had been to improve conditions for the migrants while they await deportation . saudi arabia and a coalition of mostly gulf arab allies are fighting to restore yemen 's exiled government to power and roll back the iran-aligned houthi movement . while the government nominally controls aden and other southern areas , a budget crunch and rivalries with local armed groups mean its officials mostly reside abroad . state services and salaries have been hit hard by the chaos , and the african migrants appear to be a lower priority . the frightened men in the aden warehouse , subsisting on bread bought with meager savings and washing their clothes in an rubbish-strewn outdoor space , are just the tip of the iceberg .""",migrant,au,[1 0 0 1 0 1 0]
10321,@@17492382,homeland star mandy patinkin : fighting for refugees more important than acting,refugee,ie,[1 0 0 0 0 0 0]
1036,@@2996081,""""""" he is not the first to be supplied with a house and he will not be the last , """" mudau added . """" all citizens deserves a better place to call home ... everyone in need is going to get what they deserve from the government . """" <h> resources <h> connect with us <h> subscribe to our weekly newsletter""",in-need,za,[1 0 0 0 0 0 0]
152,@@18323373,"desperation and fear of a dismal future filled with difficulty and suffering amplify their aggression and heartless tendencies . it finally comes down to them against the rest of ' society ' that they perceive as a collection of faceless , nameless , heartless , careless haves who continually exploit , marginalise and despise them and sentence them to a life of hopelessness .",hopeless,jm,[0 0 1 0 0 1 0]
1392,@@25214499,"""lakshan madurasinghe - country public affairs , communication and sustainability manager of coca-cola beverages sri lanka ltd. added , """" our heart goes out to the families affected by the recent floods . coca-cola has always believed in inclusive and sustainable development and cares about the local community where it operates . we are glad to be of help in providing support to our community members during their times of trial and difficulty . we are also grateful to the sri lanka red cross society gampaha branch , the local public health inspectors of the ministry of health , the gramaniladharis and the biyagama divisional secretary , whose help made it possible to successfully execute these interventions to those in need . """"""",in-need,lk,[1 1 0 0 0 0 0]
7242,@@4637064,"undoubtedly , strides have been made but too many jamaicans remain poor and in a sense of hopelessness ; too many are unemployed and hungry . cursing the imf for its prescription is not going to get us very far . the imf did not come knocking at jamaica 's door ; we were at death 's door and went knocking .",hopeless,jm,[0 0 0 1 1 1 0]
2857,@@24488655,""""""" her majesty the queen 's commonwealth points of light recognises dr madhusudhan as a role model of volunteerism . in providing medical care to those in need , and giving so selflessly of himself , he is inspiring others and promoting volunteerism . i commend dr madhusudhan 's commitment to improve the lives of those less fortunate in society . examples such as his very much reflect our commonwealth values and principles , """" said vicki treadell , uk high commissioner in malaysia , while handing dr madhu his award . <h> dr madhusudhan 's story""",in-need,sg,[1 0 0 0 0 0 0]
6294,@@3212173,nelson mandela foundation chief executive sello hatang said the blankets would be distributed across all nine provinces to people who are in need .,in-need,za,[1 1 0 0 0 0 0]
6971,@@15477339,"""it 's unfortunate that de lima chose to ascribe that episode in her life to the """" frailties of a woman . """" that remark , made in a televised interview , does not reflect well on women and their limitless capacity to be strong and responsible in their choices . but now that she has taken the step of admitting a relationship with dayan , perhaps she can take the next step : to help him come out and say his piece .""",women,ph,[0 0 0 0 0 0 1]
2697,@@19831162,"by god 's grace , the church supports 15 charities ( educational , health and christian missions ) on a monthly basis . this includes the children 's cancer unit of korle bu which has publicly indicated that our monthly donations for the past 5 years , which are the largest they receive , have allowed children from poor families all over the country and west africa to receive life-saving treatment for free . this is verifiable .",poor-families,gh,[1 0 0 0 0 0 0]
1397,@@3310768,out of place : a man in a suit and his smartly dressed companion walk past a family of migrants drying their clothes on the railing by the sea front at kos,migrant,gb,[1 0 0 0 0 1 0]
3971,@@2855790,but the goal is n't only to get the reality of homelessness onto social media .,homeless,ca,[0 1 0 1 0 0 0]
9419,@@23755581,"if most good things begin in the home , so must the life-or-death battle relating to global warming . across the world , creative and innovative architects have developed more affordable and eco-friendly ways of building houses . sri lanka 's housing and construction minister sajith premadasa , continuing the good work his father started , has launched hundreds of projects , mainly in rural areas , to provide houses with deeds and small plots of land to homeless people . social analysts see this as the first major step towards restoring the dignity of these poverty-stricken families , so that they could earn their living and rise from the second-class citizenship of living on the dole .",homeless,lk,[1 0 0 0 0 1 0]
8268,@@2119837,"ramirez was only 13 when he was first introduced to the sport and honed his skills at the tuloy foundation in muntinlupa , a haven built through the efforts of fr . rocky evangelista that provides hundreds of underprivileged , abandoned and homeless children the opportunity to learn academics and sports in a safe and caring environment .",homeless,ph,[1 0 0 0 0 0 0]
5054,@@4102583,"after a big casino win , mario balotelli gave a homeless man ? 1,000 ( pa ) .",homeless,gb,[1 1 0 0 0 0 0]
1551,@@23781220,"this group of global leaders will provide their insights in the current plight of migrants and refugees , and their vision for addressing this humanitarian challenge over the next decade .",migrant,bd,[1 0 0 1 0 0 0]
639,@@4633061,""""""" for such patients , their future is desolating . they feel hopeless and worthless about their life , as there is no point in living if it 's to suffer in pain and misery and that is why suicide is the best option for them , """" said dr. mohd jamil .""",hopeless,my,[0 0 1 1 0 1 0]
2520,@@8214403,"dole , france -- french baker michel flamant , who owes his life to the homeless man who begged for handouts outside his bakery , knows more than anyone that man does not live by bread alone .",homeless,ph,[1 0 0 0 0 1 0]
8961,@@4614548,"the programme began with mbpj detailing all that had been done for the disabled community , especially over the past five years .",disabled,my,[1 0 0 0 0 0 0]
6910,@@19027470,"world refugee day is marked on june 20 every year , the day seeks to highlight the plight of refugees globally and their resistance and strength in spite of the challenges faced .",refugee,gh,[0 1 0 0 0 0 1]
3604,@@730231,"the cbse has taken a few steps to eliminate the segregation . we have decided to replace the word disabled for different . this way , a student wont feel segregated and will learn better . s/he would also integrate better with other students .",disabled,in,[0 1 1 1 0 0 0]
1394,@@14758376,"mr porter , do you think you will get the numbers needed from the remaining senators and do you agree that , if implemented , some vulnerable people will fall through the cracks and the streets could be un-safer as a consequence ?",vulnerable,au,[0 0 0 0 1 0 0]
8554,@@4027690,"the school is doing fine . it has the total number of 19 teaching staff , 2 administrative staff , 1 librarian and 2 supportive staff . the total number of student is 392 , out of these 97 are from sos children 's village , and 100 are from the scholarship programme and the rest from the community around . the scholarship programme was introduced to rescue children from our target i.e. children from poor families , those at risk of losing parental care and those who have lost their parents . the organization provides them with all school materials including uniforms and exercise books .",poor-families,gb,[1 0 0 0 0 0 0]
3554,@@19710483,"family law aid cut will hit those most in need , says bar council <h> ' we have a duty to ensure that access to justice is delivered to all members of society '",in-need,ie,[1 0 0 0 0 0 0]
6326,@@22446455,"""shedding some light on the activities of her deceased daughter leila and her foundation , christine said : """" leila fought all her life for justice and helped some immigrants . she worked with refugees and also gave photography lessons to some young children . so what we want to do with her foundation is to continue doing what she believed in as her will . """"""",migrant,gh,[1 0 0 0 0 0 0]
6556,@@16014180,"although no one from the site responded to the irish sun , they had posted they wanted to do something for those in need over christmas .",in-need,ie,[1 1 0 0 0 0 0]
661,@@19893235,"the common thieves then stole a crust of bread , the law came down upon the hungry heads ; the haughty land robber stole land with men resources and all contents . the first they said were a hopeless conviction . while they escaped the law by trick ; that grave , one-sided justice would not do -- the poor call for consideration , too . the cruel people started the unholy war , then from the line of action they kept far ; they pushed to the front sons of the poor , there to do battle , die , suffer galore , as the guns raged , liberty loans they raised , and in glorious tones , we sung freedom 's praise . those who made wars should first went to the front , and of shot and shell bear there the brunt : in first lines of action they were all due , if to their country and people they were true : when this was demanded in right of all , there would have been no more deadly cannon balls : the downtrodden poor people of us joined together and prevented the pakistani rulers our rights to purloin .",hopeless,lk,[0 0 0 0 1 1 0]
6041,@@8979827,a : they are taking inner-city kids of poor families and teaching them values through golf . persistence . honesty . hard work . sportsmanship . how you deal with life .,poor-families,za,[1 0 0 1 0 0 0]
9639,@@20253529,"may you attain nibbana sena , thank you so much for all the good you have done for the disabled",disabled,lk,[1 0 0 0 0 0 0]
993,@@7419640,"people across australia ordered pizzas to be delivered on saturday night , with the ample leftovers donated to local homeless shelters .",homeless,au,[1 1 0 0 0 0 0]
1860,@@10333156,""""""" i feel it is the duty of us as humans to be compassionate to others in need and not treat them as vermin , """" story-sharing website upworthy quoted furzer as saying .""",in-need,hk,[1 0 0 0 0 0 0]
6193,@@10333156,what would you do if you saw a homeless person ?,homeless,hk,[1 0 0 0 0 0 0]
5031,@@26291433,""""""" the safety and well-being of our vulnerable populations are very important to us . the diocese of orlando safe environment policy reflects vital measures to safeguard the children of god . we pray for all victims and their families and for those involved in this situation , """" officials said in a news release .""",vulnerable,pk,[1 1 0 0 0 0 0]
1954,@@2117784,this must probably be the biggest hurdle for new immigrants .,immigrant,hk,[0 0 1 1 0 0 0]
8131,@@22102504,"as a matter of life views , migrants generally see opportunities where locals do n't . they see how their home society has handled different problems and they can draw from that experience to simply copy and paste amazing solutions that change a society . these innovations are what an economy needs to grow and solve its own issues in dynamic ways .",migrant,ke,[0 0 1 0 0 0 1]
1409,@@4815303,"all of this is done to help raise money for gordy and eva hoffman 's three charities : project warmth , alberta champions , ( for the purpose of full disclosure , i 'm on the board ) and operation kickstart . this year , project warmth will distribute more than 85,000 pieces of gently used and cleaned coats , hats and gloves to needy children . alberta champions recognizes historic figures who helped build our glorious province with special fields of fame monuments at various locations in the city , with more to come , and project kickstart helps immigrants looking for work to find it , often through hoffman 's incredible network of friends and acquaintances that he 's never afraid to call on to help another person in need .",immigrant,ca,[1 0 0 0 0 1 0]
8218,@@23275174,"motsepe and his wife precious created the motsepe foundation in 1999 to help create new jobs , support education , and improve the lives of children , the unemployed , and the disabled , among others .",disabled,gh,[1 0 0 0 0 0 0]
1570,@@10287498,"he said the eye clinic started in 1997 , gave sight to the blind and hope to the hopeless .",hopeless,gh,[1 0 0 0 1 1 0]
5425,@@3983077,"since the publication of the book , i have been stunned to hear from so many people who have suffered the degradation of homelessness . i remember one particularly heartbreaking account from a woman who was living in a car with her daughter . i received so many stories from men and women of all ages that i wondered how far we have left our judgmental attitude behind . because when we elevate our compassion , it leads to action to solve the problem .",homeless,us,[1 0 0 0 0 1 0]
1643,@@15953001,"working with the yakima county rsvp , local nonprofits have provided information about individuals and families needing your help . every day through christmas eve , the yakima herald-republic will publish information in print and online about some of those in need along with contact information to make your gift happen .",in-need,us,[1 1 0 0 0 0 0]
1393,@@16413808,"to me , i am always mindful that we are dealing with human beings with similar fears and hopes . i am of course not talking about the hardcore criminals but people like illegal immigrants , first time youthful offenders who may have slipped their way and such .",immigrant,my,[1 0 0 0 0 1 0]
6360,@@4750137,muslim youtuber gives christmas presents out to homeless people,homeless,ie,[1 1 0 0 0 0 0]
1001,@@21155073,"""is first captured the city in 2014 and tens of thousands who fled are badly in need of aid , with charities saying """" camps are bursting at the seams """" .""",in-need,au,[0 0 0 0 1 0 0]
3598,@@14187260,"for her unwavering commitment to aiding those most in need , mother teresa stands out as one of the greatest humanitarians of the 20th century . she combined profound empathy and a fervent commitment to her cause with incredible organizational and managerial skills that allowed her to develop a vast and effective international organization of missionaries to help impoverished citizens all across the globe .",in-need,ng,[1 0 0 0 0 0 0]
